path,img_src,current_alt,proposed_alt,decorative,has_dimensions,loading,flags
revision-notes/macroeconomics-diagrams.html,/images/diagrams/lras-keynesian.png,"Keynesian long-run aggregate supply curve, horizontal at low output and becoming vertical at full capacity","Keynesian long-run aggregate supply, flat with spare capacity and vertical at full capacity where extra demand is purely inflationary",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/lras-shift.png,Diagram showing the long-run aggregate supply curve shifting right as productive capacity increases,"Long-run aggregate supply shifting right as productive capacity grows, raising potential output and easing the price level",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/ad-lras-equilibrium.png,AD-LRAS diagram comparing equilibrium in Classical and Keynesian models,Two panels contrasting Classical equilibrium fixed at full employment with Keynesian equilibrium possible below it,no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/classical-ad-shift-right.png,Classical AD/AS diagram showing aggregate demand shifting right and raising the price level with no change in full employment output,"Classical diagram showing aggregate demand shifting right and raising only the price level, with output fixed at full employment",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/keynesian-ad-shift-right.png,Keynesian AD/AS diagram showing aggregate demand shifting right and increasing output with little price level change on the horizontal LRAS section,Keynesian diagram showing aggregate demand shifting right and raising output with little price change while capacity is spare,no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/circular-flow-of-income.png,Circular flow of income diagram showing income flowing between households and firms,Circular flow diagram showing income passing between households and firms as spending and factor payments,no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/circular-flow-of-income-injections-withdrawals.png,"Circular flow of income diagram showing injections from investment, government spending and exports, and withdrawals through saving, taxation and imports","Circular flow diagram adding injections from investment, government spending and exports against withdrawals through saving, tax and imports",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/multiplier.png,AD/AS diagram showing the multiplier effect from an initial increase in aggregate demand,AD/AS diagram showing an initial rise in aggregate demand producing a larger final increase in real output,no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/sras-ad-shift-right.png,AD/AS diagram showing an increase in aggregate demand raising real GDP and the price level in the short run,"AD/AS diagram showing aggregate demand shifting right along SRAS, raising both real GDP and the price level",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/ppf-short-run-growth.png,PPF diagram showing actual growth as the economy moves from inside the frontier toward the frontier,Production possibility frontier showing actual growth as the economy moves from inside the curve towards the frontier,no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/lras-classical-keynesian-ad-shift.png,AD/AS diagram comparing the effect of an aggregate demand shift on Classical and Keynesian LRAS curves,Two panels comparing the effect of an aggregate demand shift on the Classical and Keynesian long-run aggregate supply curves,no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/ppf-long-run-growth.png,Production possibility frontier shifting outwards to show long-run economic growth,Production possibility frontier shifting outwards to show long-run growth in the economy's productive potential,no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/negative-output-gap-classical.png,"Classical AD/AS diagram showing a negative output gap, with equilibrium real output below the full-employment level","Classical AD/AS diagram showing equilibrium output below full employment, leaving a negative output gap",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/negative-output-gap-keynesian.png,"Keynesian AD/AS diagram showing a negative output gap, with equilibrium real output below the full-employment level","Keynesian AD/AS diagram showing equilibrium output below full employment, leaving a negative output gap",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/positive-output-gap-classical.png,"Classical AD/AS diagram showing a positive output gap, with equilibrium real output above the full-employment level","Classical AD/AS diagram showing equilibrium output above the full-employment level, leaving a positive output gap",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/trade-cycle.png,"Trade cycle diagram showing real output fluctuating around the long-run trend rate of growth through boom, recession, slump and recovery","Trade cycle diagram showing real output fluctuating around the trend rate through boom, recession, slump and recovery",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/ad-shift-right-classical-keynesian.png,"AD/AS diagram showing aggregate demand shifting right, compared on Classical and Keynesian LRAS curves","Two panels comparing a rightward AD shift: large output gain on the Keynesian curve, price rise only on the Classical curve",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/classical-lras-shift-right.png,"Classical AD/AS diagram showing the vertical LRAS curve shifting right, raising real output and lowering the price level","Classical diagram showing the vertical LRAS shifting right, raising real output and lowering the price level",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/keynesian-lras-shift-right.png,"Keynesian AD/AS diagram showing the LRAS curve shifting right, raising real output and lowering the price level","Keynesian diagram showing LRAS shifting right, raising real output and lowering the price level",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/short-run-phillips-curve.png,Short-run Phillips curve showing the trade-off between the inflation rate and the rate of unemployment,Short-run Phillips curve showing the trade-off between lower unemployment and higher inflation,no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/comparative-advantage.png,Comparative advantage diagram with two countries' PPFs showing gains from specialisation and trade,Two countries' production possibility frontiers showing the output gains from specialising by comparative advantage,no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/tariff.png,"Diagram showing the effect of a tariff on imports, raising domestic price and reducing import volume, with government revenue and welfare loss areas","Tariff diagram showing the domestic price rising and imports falling, with areas for government revenue and welfare loss",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/exchange-rates.png,Exchange rate diagram showing currency appreciation from higher demand and depreciation from higher supply,Exchange rate diagram showing appreciation when demand for the currency rises and depreciation when its supply rises,no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/lorenz-curve.png,Lorenz curve diagram showing income or wealth distribution and the area used to calculate the Gini coefficient,"Lorenz curve bowing away from the line of equality, with the gap used to calculate the Gini coefficient",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/kuznets-curve.png,Kuznets curve diagram showing inequality first rising and then falling as income per capita increases,Kuznets curve showing inequality rising and then falling as income per head increases with development,no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/buffer-stocks.png,Buffer stock scheme diagram showing government buying and selling stocks to stabilise commodity prices,Buffer stock diagram showing the government buying surplus stock at a floor price and selling stock at a ceiling price,no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/laffer-curve.png,Laffer curve diagram showing the relationship between tax rates and tax revenue,"Laffer curve showing tax revenue rising then falling as the tax rate increases, peaking at the revenue-maximising rate",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/ppf-basic.png,Production possibility frontier showing the trade-off between capital goods and consumer goods,Production possibility frontier showing the opportunity cost trade-off between capital goods and consumer goods,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/ppf-growth-decline.png,Production possibility frontier shifting outwards to show economic growth and inwards to show economic decline,Production possibility frontier shifting outwards to show economic growth and inwards to show economic decline,no,yes,lazy,unchanged
revision-notes/microeconomics-diagrams.html,/images/diagrams/demand-curve-movement.png,Demand curve showing an extension and contraction in quantity demanded,Demand curve showing a price fall causing an extension in quantity demanded and a price rise causing a contraction,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/demand-curve-shift.png,Demand curve shifting left and right because of non-price demand factors,"Demand curve shifting right to raise equilibrium price and quantity, and left to lower both",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/supply-curve-movement.png,"Upward-sloping supply curve showing movements along the curve between points A, B and C","Upward-sloping supply curve showing movements between points A, B and C as the good's own price changes",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/supply-curve-shift.png,Diagram showing the supply curve shifting left and right in response to non-price factors,"Supply curve shifting right to lower equilibrium price and raise quantity, and left to do the reverse",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/market-equilibrium.png,Supply and demand curves intersecting at equilibrium price and quantity,Supply and demand diagram with the curves intersecting to set equilibrium price P1 and quantity Q1,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/excess-demand.png,Supply and demand diagram showing excess demand when price is below equilibrium,"Supply and demand diagram showing a price set below equilibrium, leaving quantity demanded above quantity supplied",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/excess-supply.png,Supply and demand diagram showing excess supply when price is above equilibrium,"Supply and demand diagram showing a price set above equilibrium, leaving quantity supplied above quantity demanded",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/shifts-in-equilibrium.png,Demand and supply diagram showing how shifts in the curves move the equilibrium price and quantity,Four demand and supply panels showing how a rise or fall in demand or supply moves equilibrium price and quantity,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/demand-increase.png,Supply and demand diagram showing demand shifting right and price and quantity rising,"Supply and demand diagram showing demand shifting right from D1 to D2, raising equilibrium price and quantity",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/supply-increase.png,Supply and demand diagram showing supply shifting right and price falling while quantity rises,"Supply and demand diagram showing supply shifting right from S1 to S2, lowering price and raising quantity",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/price-elasticity-demand-ranges.png,Demand curves showing the range from perfectly inelastic demand to perfectly elastic demand,Demand curves ranging from perfectly inelastic (vertical) to perfectly elastic (horizontal) as PED rises,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/price-elasticity-supply-ranges.png,Supply curves showing the range from perfectly inelastic supply to perfectly elastic supply,Supply curves ranging from perfectly inelastic (vertical) to perfectly elastic (horizontal) as PES rises,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/consumer-producer-surplus-equilibrium.png,Supply and demand diagram showing consumer surplus and producer surplus at equilibrium,Supply and demand diagram with consumer surplus shaded above the equilibrium price and producer surplus below it,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/surplus-supply-increase.png,Two diagrams showing consumer and producer surplus after an outward shift of supply,"Two panels after supply shifts right: the first shades the larger consumer surplus, the second the new producer surplus",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/surplus-demand-increase.png,Two diagrams showing consumer and producer surplus after an outward shift of demand,"Two panels after demand shifts right: the first shades the larger consumer surplus, the second the larger producer surplus",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/indirect-tax-incidence.png,Demand and supply diagram showing how the burden of an indirect tax is shared between consumers and producers,"Demand and supply diagram showing an indirect tax shifting supply left, with the burden split between consumers and producers",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/Indirect-tax-incidence-elastic-inelastic.png,Indirect tax diagrams comparing tax incidence when demand is price inelastic and price elastic,Two tax diagrams showing consumers bearing more of the tax when demand is inelastic and producers more when it is elastic,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/subsidy-incidence.png,Demand and supply diagram showing how the benefit of a subsidy is shared between consumers and producers,"Demand and supply diagram showing a subsidy shifting supply right, with the benefit split between consumers and producers",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/overproduction.png,Externality diagram showing overproduction where marginal social cost exceeds marginal private cost,"Externality diagram showing marginal social cost above marginal private cost, so the market overproduces and creates welfare loss",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/underconsumption.png,Externality diagram showing underconsumption where marginal social benefit exceeds marginal private benefit,"Externality diagram showing marginal social benefit above marginal private benefit, so the market underconsumes and creates welfare loss",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/indirect-tax-gov-revenue.png,Demand and supply diagram showing the government revenue raised by an indirect tax,"Demand and supply diagram showing an indirect tax shifting supply left, with the shaded rectangle as government revenue",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/subsidy-gov-expenditure.png,Demand and supply diagram showing the total cost of a subsidy to the government,"Demand and supply diagram showing a subsidy shifting supply right, with the shaded rectangle as the cost to government",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/max-price.png,Maximum price diagram showing a price ceiling below equilibrium and excess demand,Maximum price diagram showing a ceiling below equilibrium creating excess demand and a shortage,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/min-price.png,Minimum price diagram showing a price floor above equilibrium and excess supply,Minimum price diagram showing a floor above equilibrium creating excess supply and a surplus,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/profit-max.png,Firm diagram showing profit maximisation where marginal cost equals marginal revenue,Firm diagram showing the profit-maximising output where marginal cost equals marginal revenue,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/revenue-max.png,Firm diagram showing revenue maximisation where marginal revenue equals zero,Firm diagram showing the revenue-maximising output where marginal revenue equals zero,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/sales-max.png,Firm diagram showing sales maximisation where average revenue equals average cost,"Firm diagram showing sales maximisation at the output where average revenue equals average cost, the largest output still earning normal profit",no,yes,lazy,context-dependent alt (default)
revision-notes/microeconomics-diagrams.html,/images/diagrams/revenue-perfect-competition.png,Revenue diagram for perfect competition with horizontal average revenue and marginal revenue,Revenue diagram for a price taker with horizontal average revenue equal to marginal revenue at the market price,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/revenue-imperfect-competition.png,Revenue diagram for imperfect competition with downward sloping average revenue and marginal revenue below it,Revenue diagram with a downward-sloping average revenue curve and marginal revenue falling twice as steeply below it,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/short-run-costs.png,"Short-run cost curves showing marginal cost, average variable cost and average cost",Short-run cost curves showing marginal cost cutting average variable cost and average cost at their minimum points,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/long-run-costs.png,Long-run average cost curve showing economies and diseconomies of scale,"Long-run average cost curve falling through economies of scale to minimum efficient scale, then rising with diseconomies",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/economies-of-scale.png,"Long-run average cost curve showing economies of scale, minimum efficient scale and diseconomies of scale",Long-run average cost curve showing costs falling with economies of scale and rising beyond minimum efficient scale,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/supernormal-profit.png,Firm diagram showing supernormal profit where average revenue is above average cost,Firm diagram showing supernormal profit as the shaded area where average revenue exceeds average cost,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/loss.png,"Cost and revenue diagram showing a firm making a loss, with average cost above average revenue at the profit-maximising output",Firm diagram showing a loss as the shaded area where average cost exceeds average revenue at the chosen output,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/short-run-shutdown-condition.png,Short-run shutdown condition diagram showing price below average variable cost,"Firm diagram showing price below average variable cost, the point at which a firm should shut down in the short run",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/efficiency-perfect-competition.png,Perfect competition diagram showing allocative and productive efficiency in long-run equilibrium,Perfect competition diagram showing both allocative efficiency at price equal to marginal cost and productive efficiency at minimum average cost,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/efficiency-imperfect-competition.png,Imperfect competition diagram showing price above marginal cost and output above minimum average cost,"Imperfect competition diagram showing price above marginal cost and output above minimum average cost, so both efficiencies fail",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/perfect-competition-market-price.png,Perfect competition diagram showing industry supply and demand setting price for the individual firm,Two panels showing industry supply and demand setting the price the individual perfectly competitive firm must accept,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/perfect-competition-short-run-supernormal-profit.png,Perfect competition firm diagram showing short-run supernormal profit,"Perfect competition firm earning short-run supernormal profit, shaded where average revenue is above average cost",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/perfect-competition-short-run-loss.png,Perfect competition firm diagram showing a short-run loss,"Perfect competition firm making a short-run loss, shaded where average cost is above average revenue",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/perfect-competition-profit-to-longrun.png,Perfect competition diagram showing supernormal profit being competed away in the long run,Perfect competition diagram showing entry competing supernormal profit away until only normal profit remains,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/perfect-competition-loss-to-longrun.png,Perfect competition diagram showing losses being removed as firms leave in the long run,Perfect competition diagram showing firms leaving until losses are removed and normal profit is restored,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/normal-profit-imperfect-competition.png,Monopolistic competition diagram showing normal profit in the long run where average revenue equals average cost,Monopolistic competition diagram showing long-run normal profit where average revenue just equals average cost,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/collusion.png,Oligopoly diagram showing collusion restricting output and raising price,Oligopoly diagram showing colluding firms restricting output and raising price towards the monopoly outcome,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/game-theory.png,Payoff matrix illustrating the prisoner's dilemma faced by two colluding firms in an oligopoly,Payoff matrix showing the prisoner's dilemma that makes collusion between two oligopolists unstable,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/kinked-demand-curve.png,Kinked demand curve diagram for non-collusive oligopoly with discontinuous marginal revenue,Kinked demand curve diagram showing the gap in marginal revenue that keeps the oligopolist's price rigid,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/price-discrimination.png,Price discrimination diagram showing different prices in markets with different price elasticities of demand,Price discrimination diagram showing a higher price charged in the market with the more inelastic demand,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/monopsony.png,Labour market diagram showing a monopsonist employing fewer workers at a lower wage than under perfect competition,Monopsony diagram showing a sole employer hiring fewer workers at a lower wage than a competitive labour market would,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/demand-for-labour.png,Demand for labour curve derived from marginal revenue product,"Labour demand curve derived from marginal revenue product, sloping down as extra workers add less revenue",no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/supply-of-labour-market-individual.png,Supply of labour diagram showing an upward sloping market supply and a backward-bending individual supply curve,Two panels showing an upward-sloping market labour supply curve and a backward-bending individual supply curve,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/wage-determination.png,Competitive labour market diagram showing wage determined by labour supply and labour demand,Competitive labour market diagram where labour demand and supply intersect to set the equilibrium wage and employment,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/min-wage.png,"Labour market diagram showing a national minimum wage set above the equilibrium wage, creating excess supply of labour",Labour market diagram showing a minimum wage above equilibrium creating excess supply of labour and unemployment,no,yes,lazy,
revision-notes/microeconomics-diagrams.html,/images/diagrams/nationalisation-privatisation.png,Diagram comparing output and price under public ownership and after privatisation,"Natural monopoly diagram where long-run average cost falls across the whole market, comparing lower-price higher-output public ownership with higher-price lower-output private ownership",no,yes,lazy,
